province;red;green;blue;x;x
1882;180;245;140;pracuj;x
1883;125;185;229;pracuk;x
1884;234;210;205;pracul;x
1885;169;143;239;pracum;x
1886;228;253;235;pracun;x
1887;211;227;229;pracuo;x
1888;139;205;244;pracup;x
1889;252;185;109;pracuq;x
1890;116;239;203;pracur;x
1891;165;155;197;pracus;x
1892;19;254;232;pracut;x
1893;199;179;139;pracuu;x
1894;192;230;150;pracuv;x
1895;163;108;234;pracuw;x
1896;238;105;163;pracux;x
1897;189;193;191;pracuy;x
1898;250;47;237;pracuz;x
1899;228;197;86;pracva;x
1900;180;254;103;pracvb;x
1901;162;122;220;pracvc;x
1902;227;94;182;pracvd;x
1903;236;202;67;pracve;x
1904;230;131;207;pracvf;x
1905;250;246;214;pracvg;x
1906;135;219;247;pracvh;x
1907;98;176;251;pracvi;x
1908;209;160;198;pracvj;x
1909;253;114;221;pracvk;x
1910;125;224;242;pracvl;x
1911;198;164;234;pracvm;x
1912;216;139;232;pracvn;x
1913;176;225;123;pracvo;x
1914;242;239;109;pracvp;x
1915;222;199;237;pracvq;x
1916;109;245;220;pracvr;x
1917;242;103;213;pracvs;x
1918;149;199;220;pracvt;x
1919;208;237;90;pracvu;x
1920;132;162;228;pracvv;x
1921;243;251;122;pracvw;x
1922;227;194;156;pracvx;x
1923;206;202;140;pracvy;x
1924;235;93;232;pracvz;x
1925;250;233;181;pracwa;x
1926;216;99;218;pracwb;x
1927;236;231;64;pracwc;x
1928;160;172;251;pracwd;x
1929;230;228;61;pracwe;x
1930;252;183;198;pracwf;x
1931;227;235;70;pracwg;x
1932;252;175;252;pracwh;x
1933;248;44;226;pracwi;x
1934;191;94;249;pracwj;x
1935;243;78;205;pracwk;x
1936;235;95;254;pracwl;x
1937;217;76;208;pracwm;x
1938;245;245;78;pracwn;x
1939;191;162;199;pracwo;x
1940;177;130;206;pracwp;x
1941;185;129;221;pracwq;x
1942;193;125;237;pracwr;x
1943;229;243;117;pracws;x
1944;249;250;207;pracwt;x
1945;200;175;136;pracwu;x
1946;225;225;175;pracwv;x
1947;211;114;209;pracww;x
1948;93;251;175;pracwx;x
1949;201;251;244;pracwy;x
1950;173;167;192;pracwz;x
1951;126;228;214;pracxa;x
1952;123;230;161;pracxb;x
1953;207;122;229;pracxc;x
1954;199;158;158;pracxd;x
1955;179;186;216;pracxe;x
1956;227;119;168;pracxf;x
1957;158;243;207;pracxg;x
1958;185;165;151;pracxh;x
1959;77;225;229;pracxi;x
1960;154;174;179;pracxj;x
1961;141;239;163;pracxk;x
1962;202;232;117;pracxl;x
1963;165;252;254;pracxm;x
1964;230;121;196;pracxn;x
1965;161;139;215;pracxo;x
1966;152;155;209;pracxp;x
1967;222;170;141;pracxq;x
1968;231;96;246;pracxr;x
1969;220;223;77;pracxs;x
1970;229;116;165;pracxt;x
1971;235;195;239;pracxu;x
1972;225;85;192;pracxv;x
1973;132;163;241;pracxw;x
1974;20;246;239;pracxx;x
1975;167;213;202;pracxy;x
1976;233;44;242;pracxz;x
1977;191;192;242;pracya;x
1978;203;126;189;pracyb;x
1979;170;184;225;pracyc;x
1980;201;183;216;pracyd;x
1981;218;158;228;pracye;x
1982;249;217;160;pracyf;x
1983;89;188;242;pracyg;x
1984;184;140;204;pracyh;x
1985;192;171;144;pracyi;x
1986;141;157;249;pracyj;x
1987;120;251;198;pracyk;x
1988;234;214;93;pracyl;x
1989;238;254;129;pracym;x
1990;197;242;171;pracyn;x
1991;232;158;248;pracyo;x
1992;224;152;223;pracyp;x
1993;242;154;167;pracyq;x
1994;83;247;174;pracyr;x
1995;230;198;109;pracys;x
1996;62;218;224;pracyt;x
1997;225;120;166;pracyu;x
1998;219;251;182;pracyv;x
1999;223;228;248;pracyw;x
2000;89;226;233;pracyx;x
2001;199;175;244;pracyy;x
2002;242;157;107;pracyz;x
2003;115;239;178;pracza;x
2004;223;221;236;praczb;x
2005;111;162;242;praczc;x
2006;157;189;163;praczd;x
2007;208;207;174;pracze;x
2008;185;237;88;praczf;x
2009;178;240;236;praczg;x
2010;92;169;243;praczh;x
2011;231;237;139;praczi;x
2012;234;228;217;praczj;x
2013;75;228;247;praczk;x
2014;206;189;243;praczl;x
2015;201;192;223;praczm;x
2016;153;191;231;praczn;x
2017;166;165;190;praczo;x
2018;249;213;183;praczp;x
2019;152;206;214;praczq;x
2020;236;125;154;praczr;x
2021;227;222;136;praczs;x
2022;127;244;214;praczt;x
2023;187;228;195;praczu;x
2024;196;136;215;praczv;x
2025;109;183;210;praczw;x
2026;228;114;190;praczx;x
2027;253;233;215;praczy;x
2028;214;240;147;praczz;x
2029;231;106;219;pradaa;x
2030;235;164;130;pradab;x
2031;225;57;235;pradac;x
2032;223;188;110;pradad;x
2033;96;234;225;pradae;x
2034;172;201;237;pradaf;x
2035;164;217;215;pradag;x
2036;195;190;212;pradah;x
2037;134;195;211;pradai;x
2038;134;157;233;pradaj;x
2039;147;165;222;pradak;x
2040;187;109;212;pradal;x
2041;129;231;160;pradam;x
2042;210;190;171;pradan;x
2043;218;212;205;pradao;x
2044;230;118;191;pradap;x
2045;253;118;154;pradaq;x
2046;125;133;247;pradar;x
2047;197;197;242;pradas;x
2048;85;220;215;pradat;x
2049;92;206;218;pradau;x
2050;251;113;178;pradav;x
2051;199;123;217;pradaw;x
2052;37;246;231;pradax;x
2053;182;237;197;praday;x
2054;238;182;190;pradaz;x
2055;181;237;157;pradba;x
2056;219;131;163;pradbb;x
2057;184;190;213;pradbc;x
2058;215;153;213;pradbd;x
2059;235;128;190;pradbe;x
2060;155;179;243;pradbf;x
2061;212;69;236;pradbg;x
2062;215;243;159;pradbh;x
2063;251;201;92;pradbi;x
2064;226;148;165;pradbj;x
2065;227;160;117;pradbk;x
2066;250;62;238;pradbl;x
2067;170;171;186;pradbm;x
2068;194;187;184;pradbn;x
2069;254;182;220;pradbo;x
2070;83;248;175;pradbp;x
2071;205;206;216;pradbq;x
2072;89;254;190;pradbr;x
2073;33;241;230;pradbs;x
2074;230;85;238;pradbt;x
2075;162;250;121;pradbu;x
2076;71;229;211;pradbv;x
2077;219;194;101;pradbw;x
2078;234;31;239;pradbx;x
2079;243;162;152;pradby;x
2080;239;151;117;pradbz;x
2081;205;228;223;pradca;x
2082;99;169;252;pradcb;x
2083;210;241;127;pradcc;x
2084;166;181;190;pradcd;x
2085;158;252;135;pradce;x
2086;146;174;241;pradcf;x
2087;206;248;178;pradcg;x
2088;240;154;218;pradch;x
2089;226;166;133;pradci;x
2090;226;153;142;pradcj;x
2091;218;133;161;pradck;x
2092;239;248;198;pradcl;x
2093;227;238;135;pradcm;x
2094;236;213;138;pradcn;x
2095;95;207;199;pradco;x
2096;99;247;229;pradcp;x
2097;177;186;143;pradcq;x
2098;179;225;234;pradcr;x
2099;163;133;253;pradcs;x
2100;156;185;216;pradct;x
2101;213;243;66;pradcu;x
2102;200;133;184;pradcv;x
2103;184;226;185;pradcw;x
2104;85;249;215;pradcx;x
2105;246;105;235;pradcy;x
2106;208;212;209;pradcz;x
2107;247;250;112;pradda;x
2108;153;131;237;praddb;x
2109;136;174;247;praddc;x
2110;100;242;183;praddd;x
2111;201;137;213;pradde;x
2112;249;208;204;praddf;x
2113;206;225;97;praddg;x
2114;155;189;188;praddh;x
2115;231;219;216;praddi;x
2116;142;182;249;praddj;x
2117;252;219;68;praddk;x
2118;239;203;129;praddl;x
2119;221;238;65;praddm;x
2120;204;198;112;praddn;x
2121;131;246;131;praddo;x
2122;150;222;219;praddp;x
2123;236;250;206;praddq;x
2124;173;170;160;praddr;x
2125;93;219;196;pradds;x
2126;221;249;132;praddt;x
2127;231;164;196;praddu;x
2128;162;215;140;praddv;x
2129;251;125;232;praddw;x
2130;97;204;215;praddx;x
2131;240;216;138;praddy;x
2132;237;118;187;praddz;x
2133;188;199;128;pradea;x
2134;184;215;194;pradeb;x
2135;240;125;142;pradec;x
2136;225;251;208;praded;x
2137;106;218;181;pradee;x
2138;226;132;163;pradef;x
2139;191;138;222;pradeg;x
2140;79;230;222;pradeh;x
2141;218;239;155;pradei;x
2142;205;107;244;pradej;x
2143;149;225;133;pradek;x
2144;134;180;207;pradel;x
2145;216;220;240;pradem;x
2146;121;176;213;praden;x
2147;185;198;163;pradeo;x
2148;223;210;243;pradep;x
2149;248;185;110;pradeq;x
2150;222;88;199;prader;x
2151;123;178;203;prades;x
2152;204;117;198;pradet;x
2153;121;220;181;pradeu;x
2154;252;88;221;pradev;x
2155;199;201;168;pradew;x
2156;241;166;132;pradex;x
2157;99;245;245;pradey;x
2158;183;89;249;pradez;x
2159;137;174;213;pradfa;x
2160;248;226;58;pradfb;x
2161;79;212;236;pradfc;x
2162;197;194;132;pradfd;x
2163;208;168;175;pradfe;x
2164;153;251;159;pradff;x
2165;189;94;240;pradfg;x
2166;163;182;237;pradfh;x
2167;222;206;112;pradfi;x
2168;250;113;240;pradfj;x
2169;167;252;253;pradfk;x
2170;144;245;176;pradfl;x
2171;120;238;229;pradfm;x
2172;223;179;146;pradfn;x
2173;212;251;225;pradfo;x
2174;53;229;234;pradfp;x
2175;224;53;235;pradfq;x
2176;234;202;131;pradfr;x
2177;54;218;250;pradfs;x
2178;125;188;248;pradft;x
2179;145;229;158;pradfu;x
2180;238;211;202;pradfv;x
2181;164;133;211;pradfw;x
2182;182;134;202;pradfx;x
2183;251;165;238;pradfy;x
2184;117;251;238;pradfz;x
2185;237;175;119;pradga;x
2186;127;218;232;pradgb;x
2187;69;185;252;pradgc;x
2188;165;223;127;pradgd;x
2189;254;97;213;pradge;x
2190;123;253;214;pradgf;x
2191;212;134;214;pradgg;x
2192;170;194;204;pradgh;x
2193;179;234;250;pradgi;x
2194;227;230;77;pradgj;x
2195;148;228;188;pradgk;x
2196;47;236;233;pradgl;x
2197;190;222;204;pradgm;x
2198;207;141;240;pradgn;x
2199;254;252;112;pradgo;x
2200;119;239;191;pradgp;x
2201;239;241;209;pradgq;x
2202;201;252;206;pradgr;x
2203;194;138;215;pradgs;x
2204;131;231;139;pradgt;x
2205;216;174;192;pradgu;x
2206;210;250;102;pradgv;x
2207;218;159;245;pradgw;x
2208;103;167;245;pradgx;x
2209;241;240;251;pradgy;x
2210;40;220;251;pradgz;x
2211;147;181;218;pradha;x
2212;252;76;176;pradhb;x
2213;201;219;236;pradhc;x
2214;253;195;200;pradhd;x
2215;166;188;230;pradhe;x
2216;97;225;193;pradhf;x
2217;244;209;206;pradhg;x
2218;120;203;244;pradhh;x
2219;232;134;149;pradhi;x
2220;237;225;175;pradhj;x
2221;229;107;181;pradhk;x
2222;81;172;250;pradhl;x
2223;205;173;128;pradhm;x
2224;192;201;155;pradhn;x
2225;230;251;62;pradho;x
2226;166;196;196;pradhp;x
2227;211;124;214;pradhq;x
2228;196;221;220;pradhr;x
2229;101;184;226;pradhs;x
2230;202;225;95;pradht;x
2231;53;224;235;pradhu;x
2232;233;228;172;pradhv;x
2233;246;85;208;pradhw;x
2234;155;178;208;pradhx;x
2235;229;81;223;pradhy;x
2236;172;240;220;pradhz;x
2237;132;241;220;pradia;x
2238;220;225;117;pradib;x
2239;243;171;90;pradic;x
2240;127;214;160;pradid;x
2241;224;198;169;pradie;x
2242;243;249;127;pradif;x
2243;252;249;33;pradig;x
2244;219;198;252;pradih;x
2245;135;236;240;pradii;x
2246;203;132;230;pradij;x
2247;37;236;236;pradik;x
2248;199;175;197;pradil;x
2249;204;253;196;pradim;x
2250;195;187;233;pradin;x
2251;253;112;232;pradio;x
2252;212;203;254;pradip;x
2253;58;193;253;pradiq;x
2254;198;153;178;pradir;x
2255;252;162;230;pradis;x
2256;244;246;217;pradit;x
2257;80;251;205;pradiu;x
2258;162;110;236;pradiv;x
2259;144;223;235;pradiw;x
2260;176;251;106;pradix;x
2261;250;167;151;pradiy;x
2262;221;133;203;pradiz;x
2263;248;150;213;pradja;x
2264;183;120;228;pradjb;x
2265;59;223;253;pradjc;x
2266;246;221;195;pradjd;x
2267;242;236;168;pradje;x
2268;176;218;198;pradjf;x
2269;79;247;209;pradjg;x
2270;212;223;195;pradjh;x
2271;138;224;209;pradji;x
2272;121;197;245;pradjj;x
2273;215;187;201;pradjk;x
2274;219;163;246;pradjl;x
2275;193;200;133;pradjm;x
2276;142;217;157;pradjn;x
2277;232;137;206;pradjo;x
2278;124;170;219;pradjp;x
2279;182;110;227;pradjq;x
2280;243;244;142;pradjr;x
2281;248;46;208;pradjs;x
2282;180;162;179;pradjt;x
2283;159;229;236;pradju;x
2284;221;159;215;pradjv;x
2285;150;125;252;pradjw;x
2286;230;160;111;pradjx;x
2287;239;185;119;pradjy;x
2288;239;216;164;pradjz;x
2289;244;140;252;pradka;x
2290;106;181;237;pradkb;x
2291;184;185;225;pradkc;x
2292;162;223;181;pradkd;x
2293;184;116;237;pradke;x
2294;146;238;173;pradkf;x
2295;222;205;174;pradkg;x
2296;83;195;234;pradkh;x
2297;246;118;187;pradki;x
2298;167;225;237;pradkj;x
2299;196;116;201;pradkk;x
2300;159;160;254;pradkl;x
2301;197;213;198;pradkm;x
2302;114;200;193;pradkn;x
2303;99;251;200;pradko;x
2304;86;233;254;pradkp;x
2305;233;80;220;pradkq;x
2306;227;250;45;pradkr;x
2307;229;221;66;pradks;x
2308;190;146;193;pradkt;x
2309;218;246;175;pradku;x
2310;140;192;224;pradkv;x
2311;119;247;157;pradkw;x
2312;210;221;191;pradkx;x
2313;172;227;242;pradky;x
2314;248;249;25;pradkz;x
2315;156;159;206;pradla;x
2316;205;209;104;pradlb;x
2317;183;233;176;pradlc;x
2318;218;85;212;pradld;x
2319;247;184;224;pradle;x
2320;250;205;245;pradlf;x
2321;81;211;210;pradlg;x
2322;117;243;241;pradlh;x
2323;140;178;234;pradli;x
2324;98;242;225;pradlj;x
2325;246;118;145;pradlk;x
2326;247;84;235;pradll;x
2327;181;250;122;pradlm;x
2328;72;206;234;pradln;x
2329;197;103;238;pradlo;x
2330;236;242;217;pradlp;x
2331;207;250;90;pradlq;x
2332;227;215;247;pradlr;x
2333;108;243;205;pradls;x
2334;117;172;235;pradlt;x
2335;192;249;164;pradlu;x
2336;148;207;217;pradlv;x
2337;202;186;190;pradlw;x
2338;162;215;225;pradlx;x
2339;162;247;206;pradly;x
2340;220;250;31;pradlz;x
2341;253;224;124;pradma;x
2342;188;201;233;pradmb;x
2343;194;234;120;pradmc;x
2344;100;236;230;pradmd;x
2345;196;252;96;pradme;x
2346;138;250;227;pradmf;x
2347;156;201;218;pradmg;x
2348;225;161;236;pradmh;x
2349;203;254;56;pradmi;x
2350;100;248;219;pradmj;x
2351;181;249;156;pradmk;x
2352;170;220;245;pradml;x
2353;248;234;193;pradmm;x
2354;250;175;78;pradmn;x
2355;8;244;251;pradmo;x
2356;248;163;122;pradmp;x
2357;185;249;136;pradmq;x
2358;239;203;119;pradmr;x
2359;173;229;252;pradms;x
2360;185;247;73;pradmt;x
2361;242;165;125;pradmu;x
2362;61;210;236;pradmv;x
2363;246;87;217;pradmw;x
2364;102;229;189;pradmx;x
2365;252;244;5;pradmy;x
2366;198;198;199;pradmz;x
2367;192;237;200;pradna;x
2368;153;207;194;pradnb;x
2369;67;202;248;pradnc;x
2370;180;231;92;pradnd;x
2371;222;183;162;pradne;x
2372;196;163;229;pradnf;x
2373;187;253;206;pradng;x
2374;252;132;235;pradnh;x
2375;230;244;139;pradni;x
2376;156;215;246;pradnj;x
2377;219;114;169;pradnk;x
2378;192;186;240;pradnl;x
2379;205;174;200;pradnm;x
2380;148;208;233;pradnn;x
2381;228;98;242;pradno;x
2382;164;213;187;pradnp;x
2383;60;235;212;pradnq;x
2384;153;214;161;pradnr;x
2385;36;237;242;pradns;x
2386;186;181;211;pradnt;x
2387;251;119;206;pradnu;x
2388;230;91;222;pradnv;x
2389;194;147;220;pradnw;x
2390;155;235;172;pradnx;x
2391;164;248;227;pradny;x
2392;150;250;122;pradnz;x
2393;181;126;203;pradoa;x
2394;225;105;184;pradob;x
2395;226;148;203;pradoc;x
2396;134;185;214;pradod;x
2397;247;146;170;pradoe;x
2398;250;200;56;pradof;x
2399;191;209;248;pradog;x
2400;220;218;211;pradoh;x
2401;231;152;202;pradoi;x
2402;204;136;196;pradoj;x
2403;143;187;211;pradok;x
2404;211;221;162;pradol;x
2405;166;228;170;pradom;x
2406;196;158;215;pradon;x
2407;36;239;245;pradoo;x
2408;238;146;145;pradop;x
2409;218;194;235;pradoq;x
2410;119;227;248;prador;x
2411;242;245;65;prados;x
2412;186;238;167;pradot;x
2413;175;193;167;pradou;x
2414;215;250;48;pradov;x
2415;151;183;172;pradow;x
2416;222;174;153;pradox;x
2417;174;164;205;pradoy;x
2418;194;236;143;pradoz;x
2419;175;250;215;pradpa;x
2420;169;113;253;pradpb;x
2421;104;238;235;pradpc;x
2422;111;223;224;pradpd;x
2423;226;238;160;pradpe;x
2424;245;201;85;pradpf;x
2425;214;167;143;pradpg;x
2426;251;158;177;pradph;x
2427;228;154;132;pradpi;x
2428;196;244;88;pradpj;x
2429;112;247;232;pradpk;x
2430;240;235;67;pradpl;x
2431;117;136;254;pradpm;x
2432;150;216;168;pradpn;x
2433;160;247;217;pradpo;x
2434;208;164;206;pradpp;x
2435;187;210;108;pradpq;x
2436;207;187;141;pradpr;x
2437;171;244;136;pradps;x
2438;240;170;150;pradpt;x
2439;252;119;243;pradpu;x
2440;68;246;213;pradpv;x
2441;195;175;216;pradpw;x
2442;191;144;211;pradpx;x
2443;243;208;56;pradpy;x
2444;220;69;222;pradpz;x
2445;225;186;248;pradqa;x
2446;238;174;183;pradqb;x
2447;211;230;116;pradqc;x
2448;134;231;241;pradqd;x
2449;65;244;237;pradqe;x
2450;93;249;244;pradqf;x
2451;163;108;235;pradqg;x
2452;171;240;96;pradqh;x
2453;59;241;236;pradqi;x
2454;242;160;114;pradqj;x
2455;142;242;142;pradqk;x
2456;251;199;181;pradql;x
2457;236;158;169;pradqm;x
2458;99;244;164;pradqn;x
2459;225;187;178;pradqo;x
2460;172;142;233;pradqp;x
2461;148;175;230;pradqq;x
2462;208;211;236;pradqr;x
2463;178;165;177;pradqs;x
2464;252;139;250;pradqt;x
2465;217;160;129;pradqu;x
2466;253;250;118;pradqv;x
2467;140;217;187;pradqw;x
2468;209;249;198;pradqx;x
2469;253;196;113;pradqy;x
2470;131;163;248;pradqz;x
2471;38;252;247;pradra;x
2472;78;251;210;pradrb;x
2473;213;187;201;pradrc;x
2474;217;237;189;pradrd;x
2475;223;173;189;pradre;x
2476;177;148;192;pradrf;x
2477;246;219;112;pradrg;x
2478;209;224;110;pradrh;x
2479;228;147;199;pradri;x
2480;180;165;193;pradrj;x
2481;225;142;154;pradrk;x
2482;189;164;148;pradrl;x
2483;233;164;136;pradrm;x
2484;170;198;165;pradrn;x
2485;251;44;238;pradro;x
2486;224;238;186;pradrp;x
2487;198;156;216;pradrq;x
2488;166;244;157;pradrr;x
2489;175;220;129;pradrs;x
2490;118;208;243;pradrt;x
2491;247;253;172;pradru;x
2492;30;254;237;pradrv;x
2493;207;216;125;pradrw;x
2494;189;226;155;pradrx;x
2495;254;42;224;pradry;x
2496;216;226;237;pradrz;x
2497;175;147;235;pradsa;x
2498;126;242;245;pradsb;x
2499;90;247;249;pradsc;x
2500;136;235;175;pradsd;x
2501;195;156;235;pradse;x
2502;191;147;237;pradsf;x
2503;211;202;156;pradsg;x
2504;227;127;186;pradsh;x
2505;247;63;204;pradsi;x
2506;80;224;244;pradsj;x
2507;240;217;186;pradsk;x
2508;188;180;185;pradsl;x
2509;253;115;243;pradsm;x
2510;37;250;249;pradsn;x
2511;99;198;253;pradso;x
2512;209;128;204;pradsp;x
2513;202;226;193;pradsq;x
2514;241;161;251;pradsr;x
2515;217;174;192;pradss;x
2516;252;207;136;pradst;x
2517;151;100;252;pradsu;x
2518;207;217;83;pradsv;x
2519;122;224;162;pradsw;x
2520;177;220;208;pradsx;x
2521;203;141;214;pradsy;x
2522;246;175;147;pradsz;x
2523;220;219;209;pradta;x
2524;218;221;116;pradtb;x
2525;210;139;225;pradtc;x
2526;226;164;182;pradtd;x
2527;232;237;69;pradte;x
2528;253;197;247;pradtf;x
2529;184;213;118;pradtg;x
2530;107;249;183;pradth;x
2531;200;74;243;pradti;x
2532;190;109;235;pradtj;x
2533;211;235;122;pradtk;x
2534;233;219;221;pradtl;x
2535;242;217;137;pradtm;x
2536;135;149;229;pradtn;x
2537;232;221;205;pradto;x
2538;179;106;217;pradtp;x
2539;222;219;117;pradtq;x
2540;142;187;250;pradtr;x
2541;243;81;218;pradts;x
2542;238;195;89;pradtt;x
2543;109;250;185;pradtu;x
2544;242;136;170;pradtv;x
2545;240;123;144;pradtw;x
2546;249;211;67;pradtx;x
2547;147;203;208;pradty;x
2548;235;130;203;pradtz;x
2549;178;184;253;pradua;x
2550;167;93;249;pradub;x
2551;149;243;245;praduc;x
2552;186;252;228;pradud;x
2553;14;247;242;pradue;x
2554;204;234;214;praduf;x
2555;221;228;165;pradug;x
2556;230;219;137;praduh;x
2557;226;152;206;pradui;x
2558;243;226;233;praduj;x
2559;233;31;239;praduk;x
2560;236;115;161;pradul;x
2561;192;100;213;pradum;x
2562;130;192;227;pradun;x
2563;220;246;173;praduo;x
2564;237;128;222;pradup;x
2565;200;152;198;praduq;x
2566;224;144;230;pradur;x
2567;228;129;235;pradus;x
2568;173;160;218;pradut;x
2569;217;78;212;praduu;x
2570;177;158;210;praduv;x
2571;244;219;41;praduw;x
2572;247;243;61;pradux;x
2573;193;174;171;praduy;x
2574;249;183;121;praduz;x
2575;163;251;175;pradva;x
2576;194;173;205;pradvb;x
2577;140;178;192;pradvc;x
2578;232;247;66;pradvd;x
2579;199;166;139;pradve;x
2580;188;159;188;pradvf;x
2581;244;109;215;pradvg;x
2582;252;89;223;pradvh;x
2583;117;249;233;pradvi;x
2584;105;219;210;pradvj;x
2585;93;236;241;pradvk;x
2586;248;208;163;pradvl;x
2587;178;227;143;pradvm;x
2588;222;84;211;pradvn;x
2589;116;230;209;pradvo;x
2590;149;127;250;pradvp;x
2591;201;221;242;pradvq;x
2592;243;243;104;pradvr;x
2593;206;190;229;pradvs;x
2594;198;127;194;pradvt;x
2595;94;188;233;pradvu;x
2596;250;185;191;pradvv;x
2597;235;168;242;pradvw;x
2598;230;148;247;pradvx;x
2599;167;226;158;pradvy;x
2600;191;207;179;pradvz;x
2601;160;244;117;pradwa;x
2602;225;224;216;pradwb;x
2603;183;233;178;pradwc;x
2604;179;163;224;pradwd;x
2605;231;181;161;pradwe;x
2606;138;193;196;pradwf;x
2607;230;227;185;pradwg;x
2608;59;211;241;pradwh;x
2609;158;231;167;pradwi;x
2610;153;247;121;pradwj;x
2611;192;192;244;pradwk;x
2612;211;209;196;pradwl;x
2613;120;148;237;pradwm;x
2614;184;239;123;pradwn;x
2615;243;166;221;pradwo;x
2616;158;241;130;pradwp;x
2617;195;216;204;pradwq;x
2618;156;222;139;pradwr;x
2619;246;243;56;pradws;x
2620;121;219;195;pradwt;x
2621;175;146;237;pradwu;x
2622;189;253;162;pradwv;x
2623;224;231;94;pradww;x
2624;241;233;150;pradwx;x
2625;222;170;127;pradwy;x
2626;110;248;240;pradwz;x
2627;118;240;237;pradxa;x
2628;250;159;172;pradxb;x
2629;243;227;67;pradxc;x
2630;191;217;207;pradxd;x
2631;209;215;124;pradxe;x
2632;145;126;249;pradxf;x
2633;164;238;191;pradxg;x
2634;182;185;199;pradxh;x
2635;200;219;83;pradxi;x
2636;80;207;239;pradxj;x
2637;140;241;138;pradxk;x
2638;177;203;175;pradxl;x
2639;161;138;250;pradxm;x
2640;244;205;204;pradxn;x
2641;163;144;252;pradxo;x
2642;201;86;234;pradxp;x
2643;78;237;206;pradxq;x
2644;216;183;210;pradxr;x
2645;162;185;206;pradxs;x
2646;240;132;228;pradxt;x
2647;207;240;156;pradxu;x
2648;89;160;252;pradxv;x
2649;243;178;224;pradxw;x
2650;189;232;93;pradxx;x
2651;221;151;141;pradxy;x
2652;246;177;206;pradxz;x
2653;196;115;212;pradya;x
2654;232;196;153;pradyb;x
2655;239;246;120;pradyc;x
2656;212;210;151;pradyd;x
2657;251;239;144;pradye;x
2658;229;167;164;pradyf;x
2659;250;37;219;pradyg;x
2660;188;188;131;pradyh;x
2661;235;210;244;pradyi;x
2662;221;84;210;pradyj;x
2663;233;122;147;pradyk;x
2664;245;120;186;pradyl;x
2665;242;106;176;pradym;x
2666;251;98;153;pradyn;x
2667;221;186;247;pradyo;x
2668;202;239;98;pradyp;x
2669;181;143;182;pradyq;x
2670;214;171;199;pradyr;x
2671;211;222;204;pradys;x
2672;186;253;228;pradyt;x
2673;98;203;200;pradyu;x
2674;238;171;215;pradyv;x
2675;210;198;100;pradyw;x
2676;229;198;215;pradyx;x
2677;158;220;218;pradyy;x
2678;131;198;185;pradyz;x
2679;202;176;162;pradza;x
2680;226;116;254;pradzb;x
2681;214;144;169;pradzc;x
2682;140;202;232;pradzd;x
2683;192;206;218;pradze;x
2684;189;147;208;pradzf;x
2685;117;190;218;pradzg;x
2686;98;227;230;pradzh;x
2687;247;239;192;pradzi;x
2688;254;240;235;pradzj;x
2689;60;231;246;pradzk;x
2690;151;253;186;pradzl;x
2691;252;175;174;pradzm;x
2692;197;125;241;pradzn;x
2693;122;209;248;pradzo;x
2694;245;191;219;pradzp;x
2695;223;240;57;pradzq;x
2696;206;166;234;pradzr;x
2697;206;145;216;pradzs;x
2698;121;174;253;pradzt;x
2699;250;80;225;pradzu;x
2700;239;168;243;pradzv;x
2701;149;204;245;pradzw;x
2702;245;188;172;pradzx;x
2703;234;235;39;pradzy;x
2704;134;247;197;pradzz;x
2705;238;180;151;praeaa;x
2706;243;144;205;praeab;x
2707;242;69;245;praeac;x
2708;73;241;234;praead;x
2709;214;245;64;praeae;x
2710;224;197;232;praeaf;x
2711;120;247;148;praeag;x
2712;200;177;251;praeah;x
2713;225;220;174;praeai;x
2714;119;203;203;praeaj;x
2715;152;114;250;praeak;x
2716;204;188;128;praeal;x
2717;177;115;253;praeam;x
2718;170;251;209;praean;x
2719;243;208;63;praeao;x
2720;223;129;239;praeap;x
2721;159;102;247;praeaq;x
2722;248;140;176;praear;x
2723;250;90;243;praeas;x
2724;230;158;196;praeat;x
2725;212;234;232;praeau;x
2726;191;199;174;praeav;x
2727;206;249;192;praeaw;x
2728;83;216;225;praeax;x
2729;116;249;228;praeay;x
2730;232;220;198;praeaz;x
2731;254;215;229;praeba;x
2732;216;175;223;praebb;x
2733;209;112;231;praebc;x
2734;161;253;169;praebd;x
2735;240;73;227;praebe;x
2736;244;191;139;praebf;x
2737;228;253;158;praebg;x
2738;205;220;95;praebh;x
2739;142;242;182;praebi;x
2740;183;237;84;praebj;x
2741;152;233;149;praebk;x
2742;215;237;78;praebl;x
2743;212;39;252;praebm;x
2744;222;122;213;praebn;x
2745;204;117;207;praebo;x
2746;158;141;202;praebp;x
2747;196;251;120;praebq;x
2748;171;235;227;praebr;x
2749;120;209;188;praebs;x
2750;231;187;213;praebt;x
2751;252;74;181;praebu;x
2752;243;246;216;praebv;x
2753;201;179;153;praebw;x
2754;185;248;166;praebx;x
2755;226;165;233;praeby;x
2756;197;165;150;praebz;x
2757;218;172;223;praeca;x
2758;218;252;134;praecb;x
2759;215;228;119;praecc;x
2760;238;242;219;praecd;x
2761;186;216;143;praece;x
2762;222;200;254;praecf;x
2763;254;125;151;praecg;x
2764;203;219;177;praech;x
2765;194;251;218;praeci;x
2766;98;241;229;praecj;x
2767;249;149;152;praeck;x
2768;109;144;250;praecl;x
2769;32;246;229;praecm;x
2770;207;236;136;praecn;x
2771;85;230;224;praeco;x
2772;245;135;121;praecp;x
2773;238;219;253;praecq;x
2774;181;183;166;praecr;x
2775;227;91;245;praecs;x
